Title,Stars,Thoughts:,Date,Username,Verified Purchase ?,Thumbs up,Thumbs down
Worth the Wait!,5,"I read about this product 1 year ago as a BIG BREAKTHROUGH in the October issue of Allure BEST OF BEAUTY. I patiently waited 9 months for its release & purchased it as soon as possible (I even contacted SkinMedica several times). I LOVE it & previously used its predecessor TNS Serum. My friends have told me how terrific my skin looks & wondered if I had laser treatment! The dispenser is brilliant, but the funny thing is, that is probably my least favorite thing about the product~~you mix it on the back of your hand ( I understand why they did this, so I cannot really complain)! I definitely will continue using this product.",8/31/20,Anonymous,True,1,0
Excellent product,5,"This is a great product. I have been using the previous version, but find this one is more ""addictive"". It feels wonderful and does make my skin look fresher and smoother. The downside is the cost relative to the volume of product. The large bottle contains only 1 oz of product and it goes fast - used twice a day it barely lasts a month.",8/31/20,Anonymous,True,1,0
MIRACLE WORKER,5,"I went to a skin center and they chose this for me. BEST skin in 20 years!! Plump , smooth , makeup goes on like a dream!",8/26/20,Anonymous,True,0,0
New packaging same results,5,"This is a great product now that it is missing the smell of the old version. The downside to this is the increase in price since it is ""new"". Overall it is a great product but you might want to skip this if you are younger.",8/23/20,Anonymous,False,1,0
Fantastic Product but Horrible Dispenser Pump,3,"For the price of this product, you'd think that the marketing people at skin medica would notice how the pump mechanism is the worst. On top of that, the packaging must cost a fortune which I'm sure adds to the outrages cost of the product. On the other had, it's a heck of a product.....I've used it for at least a year but I'm done until they improve the pump even more.......! Why the heck do you have to make such fancy packaging anyway.....you could bring the cost down a bit and still have a wonderful product.",8/23/20,Jennifer,True,2,0
New packaging,5,After applying and using the product. The texture and potency is even better than the original.,8/20/20,Anonymous,True,0,0
Excellent Product,5,This product has definitely improved the texture of my skin. My fine lines around my eyes are less notable and my skin has a smoother texture. Will be purchasing this again!,8/18/20,Anonymous,True,0,0
Nice Upgrade!,5,This formula is a nice upgrade from the previous version. Does not go on as sticky as last version. Will continue to use.,8/14/20,Anonymous,False,0,0
Like the serum; not the packaging,4,"Although I have been cutting costs on my skincare, I bought this because of an article I read about it. And I have to say: yes, I think it does something none of my less expensive skincare has done. It's not irritating, drying or greasy; did seem to clear up a blocked pore I've had for a year; feels good on my skin. But as another reviewer said, the formula comes out unevenly. I just started a second container (be aware that used twice a day, one bottle only lasts a month) and after three days, none of the white cream is coming out, only the clear gel. And since the bottle is completely sealed, I can't even go in and try to correct for this. Despite the price, I might have continued with it but this is a deal breaker.",8/11/20,Jo,True,10,6
Not as good as the previous TNS,3,"Was using the previous TNS serum with the retinol and HA5 system. Ran out and decided to try this new formula. First, the two liquids did not come out evenly. Maybe a faulty pump. The clear serum often comes out more than the white. Second, it leaves a white residue on the skin after rubbing in. At first I thought it was because I was applying the HA5 moisturizer too soon after the serum. So I waited for a few minutes for it to absorb. Still have same problem. Have not noticed any difference between this and the previous formula (have been using about a month). So will not buy again.",8/9/20,Danielle,True,2,0
"expensive, but so worth it!",5,"smell is pleasant, product dispenses easily. one pump is enough to cover my face generously and have leftover product for neck and back of hands. i've only been using once daily in AM. i think the first 1 or 2 days, my face was slightly irritated, and i thought it might be due to using it at night along with my retin-A. so i adjusted by applying in the AM only. the only other products i use along with it are skinceuticals CE ferrulic and elta MD UV clear. anyway, i saw results very quickly- 1-2 weeks! my face looks clear, bright, and smooth and it feels firmer. out of all the skincare products, peels and procedures (microneedling) i've tried, this has made the biggest difference! it is quite expensive, but i do think it's worth it and will continue using it. i'm interested to see how long one bottle will last with only using once daily.",8/8/20,Anonymous,True,8,2
Pump not working,1,"Received my advanced+ serum today and i was so excited to use tonight. After multiple pumps only the clear serum half is dispensing, I am getting zero white serum. And for $300 for one ounce, I have wasted at least two weeks worth of product to attempt to dispense the both of the active serums together, as they are directed and designed to be used so. Extremely disappointed.",7/31/20,Jennifer,True,2,0
Trusted Line and Brand,5,I first saw this at a local med spa. The brand is trusted and clinical results.,7/24/20,Anonymous,False,1,0
Results not worth the cost,2,"I bought this 5 weeks ago and the bottle ran out today. 70 pumps is all that there is in there. I had asked SkinMedica how many pumps were in each bottle when I purchased it, and was told 84. For the price point on this product, I don't really see any remarkable results from using it twice a day for 5 weeks. There are so many products out there to choose from that do deliver results in that amount of time, so, unfortunately, this will not be one I recommend. I loved the old Recovery Complex and felt that I got more from that than this new formulation.",7/24/20,Anonymous,False,1,0
Good Upgrade,4,"I've been using TNS serum for years now and decided to give this new version a try about 1 month ago. Positives- smooth consistency, absorbs quickly, tightens and reduces lines, no smell and one pump covers my face, neck and chest. Negatives- I find this to be drying and need to add a moisturizer over it. In general I'm oily in my t-zone and now I'm dry and a peeling a bit. I purchased it hoping to help improve hyperpigmentation but I've not seen any improvement.",7/14/20,Anonymous,True,10,7
"So Far, So Good",5,"I've been using this product for one week, and so far my skin is handling it well. I use it after a refreshing toner, but before my moisturizer. Texture is smooth, and the serum absorbs easily. Looking forward to seeing results.",7/14/20,Anonymous,True,0,0
My favorite product,5,"Helps to smooth skin, reduce wrinkles and hydrate skin. Don't even need extra eye creams. This does it all!",7/13/20,Lynn,True,1,0
Like it so far!,5,"Very nice packaging and bottle. I haven't been using long enough to see results, but I like the consistency. It feels soothing after application, and it dries fast and doesn't make my face oily. Easy to wear under makeup. So far so good!",7/10/20,Amie,True,0,0
Wonderful,5,Better than the TNS recovery and Essential. Better for acne prone skin. This product literally made a scar disappear. I use it around the eyes too. Worth every dime.,7/8/20,Anonymous,True,1,0
Best serum ever,5,"This serum really works and it is really pricey , but any good serum that actually works is going to be a few dollars",7/3/20,Michele,False,0,0
Shea Butter,1,Shea Butter . I'm allergic to it and it's now in every beauty product that comes out : (( Pleople with nut allergies beware !,7/3/20,Anonymous,False,10,7
Better than previous version by far,5,I have used the last version and although the results were pretty good I only used in the morning because of the disgusting smell. Also I had a bit of irritation adjusting to it. I liked it before but I didn't love the drawbacks. With the new version the horrid smell is gone and I can now tolerate using twice daily. My skin is looking super smooth and lines are diminished after two weeks. Can't wait for further results. I'm sure this will become a staple in my routine.,6/29/20,Anonymous,False,7,4
My NEW Favorite product!,5,WOW! I have been using it for 1 week and I can already see a difference in my skin. My skin looks firmer and tighter. Have had 2 people already tell me how great my skin looks. I can especially notice the difference in my cheeks and eye area. I was on the fence about purchasing it because of the price but IT IS WORTH IT! Will buy again when I run out.,6/29/20,Vanessa,True,1,0
